source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0016310,phosphorylation,9.339606406363746e-11,True,"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]",1575,3737,394,21017,0.10543216483810543,0.25015873015873014,query_1,['GO:0006796']
GO:BP,GO:0042127,regulation of cell population proliferation,1.0787612571913394e-10,True,"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",1682,3737,416,21017,0.11131924003211131,0.2473246135552913,query_1,"['GO:0008283', 'GO:0050794']"
GO:BP,GO:0048858,cell projection morphogenesis,1.1247795117762663e-10,True,"""The process in which the anatomical structures of a cell projection are generated and organized."" [GO_REF:0000021]",675,3737,198,21017,0.052983676746052984,0.29333333333333333,query_1,"['GO:0000902', 'GO:0009653', 'GO:0030030']"
GO:BP,GO:0051049,regulation of transport,2.3348613155817187e-10,True,"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",1589,3737,395,21017,0.1056997591651057,0.2485840151038389,query_1,"['GO:0006810', 'GO:0032879']"
GO:BP,GO:0048812,neuron projection morphogenesis,2.519287627704347e-10,True,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",654,3737,192,21017,0.05137811078405138,0.29357798165137616,query_1,"['GO:0031175', 'GO:0120039']"
GO:BP,GO:0016477,cell migration,2.5526950467991404e-10,True,"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]",1499,3737,376,21017,0.10061546695210062,0.25083388925950634,query_1,['GO:0048870']
GO:BP,GO:0035295,tube development,3.1634436639350147e-10,True,"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]",1092,3737,289,21017,0.07733476050307733,0.26465201465201466,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0120039,plasma membrane bounded cell projection morphogenesis,3.9776840682138253e-10,True,"""The process in which the anatomical structures of a plasma membrane bounded cell projection are generated and organized."" [GOC:krc]",670,3737,195,21017,0.05218089376505218,0.291044776119403,query_1,['GO:0048858']
GO:BP,GO:0140014,mitotic nuclear division,4.938028607767001e-10,True,"""A mitotic cell cycle process comprising the steps by which the nucleus of a eukaryotic cell divides; the process involves condensation of chromosomal DNA into a highly compacted form. Canonically, mitosis produces two daughter nuclei whose chromosome complement is identical to that of the mother cell."" [ISBN:0198547684]",281,3737,101,21017,0.02702702702702703,0.3594306049822064,query_1,"['GO:0000280', 'GO:1903047']"
GO:BP,GO:0032879,regulation of localization,7.514545327465267e-10,True,"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]",2005,3737,478,21017,0.1279100883061279,0.23840399002493765,query_1,"['GO:0050789', 'GO:0051179']"
GO:BP,GO:0051094,positive regulation of developmental process,9.33752517152288e-10,True,"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]",1331,3737,338,21017,0.09044688252609044,0.2539444027047333,query_1,"['GO:0032502', 'GO:0048518', 'GO:0050793']"
GO:BP,GO:2000145,regulation of cell motility,9.811121132124951e-10,True,"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]",1000,3737,267,21017,0.07144768530907145,0.267,query_1,"['GO:0040012', 'GO:0048870', 'GO:0050794']"
GO:BP,GO:1901987,regulation of cell cycle phase transition,1.132808454703383e-09,True,"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]",433,3737,138,21017,0.03692801712603693,0.3187066974595843,query_1,"['GO:0010564', 'GO:0044770']"
GO:BP,GO:0042391,regulation of membrane potential,1.132808454703383e-09,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",433,3737,138,21017,0.03692801712603693,0.3187066974595843,query_1,['GO:0065008']
GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,1.3276872013884271e-09,True,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",595,3737,176,21017,0.0470966015520471,0.2957983193277311,query_1,"['GO:0000902', 'GO:0048666']"
REAC,REAC:R-HSA-69278,"Cell Cycle, Mitotic",1.3365633795144536e-09,True,"Cell Cycle, Mitotic",547,2256,181,10916,0.08023049645390071,0.33089579524680074,query_1,['REAC:R-HSA-1640170']
GO:BP,GO:0007610,behavior,1.381264521991122e-09,True,"""The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity."" [GOC:ems, GOC:jl, ISBN:0395448956, PMID:20160973]",665,3737,192,21017,0.05137811078405138,0.2887218045112782,query_1,['GO:0032501']
GO:BP,GO:0007346,regulation of mitotic cell cycle,1.4232634616095653e-09,True,"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]",497,3737,153,21017,0.04094193203104094,0.30784708249496984,query_1,"['GO:0000278', 'GO:0051726']"
GO:BP,GO:0009790,embryo development,1.7546816649241379e-09,True,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",1130,3737,294,21017,0.07867273213807867,0.26017699115044246,query_1,['GO:0007275']
GO:BP,GO:0007167,enzyme-linked receptor protein signaling pathway,1.7891487459580268e-09,True,"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]",959,3737,257,21017,0.06877174203906877,0.26798748696558916,query_1,['GO:0007166']
GO:BP,GO:0040011,locomotion,1.792812805340849e-09,True,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",1238,3737,317,21017,0.08482740165908483,0.2560581583198708,query_1,['GO:0008150']
GO:BP,GO:0030334,regulation of cell migration,2.264395479633742e-09,True,"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]",938,3737,252,21017,0.06743377040406744,0.26865671641791045,query_1,"['GO:0016477', 'GO:2000145']"
GO:BP,GO:0080090,regulation of primary metabolic process,2.5232281535522614e-09,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]",5486,3737,1149,21017,0.30746588172330747,0.20944221655122128,query_1,"['GO:0019222', 'GO:0044238']"
GO:BP,GO:0060429,epithelium development,3.1068762476129685e-09,True,"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]",1229,3737,314,21017,0.08402461867808403,0.2554922701383238,query_1,['GO:0009888']
GO:BP,GO:0007409,axonogenesis,3.4645309565959834e-09,True,"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]",464,3737,144,21017,0.03853358308803853,0.3103448275862069,query_1,"['GO:0048667', 'GO:0048812', 'GO:0061564']"
GO:BP,GO:0040012,regulation of locomotion,5.325232920656704e-09,True,"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]",1042,3737,273,21017,0.07305325127107305,0.2619961612284069,query_1,"['GO:0040011', 'GO:0050789']"
GO:BP,GO:0061061,muscle structure development,5.716432088821624e-09,True,"""The progression of a muscle structure over time, from its formation to its mature state. Muscle structures are contractile cells, tissues or organs that are found in multicellular organisms."" [GOC:dph]",679,3737,193,21017,0.05164570511105165,0.28424153166421207,query_1,['GO:0048856']
KEGG,KEGG:04020,Calcium signaling pathway,8.212018327557809e-09,True,Calcium signaling pathway,251,1750,96,8484,0.054857142857142854,0.38247011952191234,query_1,['KEGG:00000']
GO:BP,GO:0023057,negative regulation of signaling,1.0097552329467363e-08,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]",1407,3737,349,21017,0.09339042012309338,0.248045486851457,query_1,"['GO:0023051', 'GO:0023052', 'GO:0048519']"
